GenomeA	GenomeB	Mean_AAI
Acinetobacter marinus ANC 3699	Marinobacterium rhizophilum DSM 18822	52.62
Acinetobacter marinus ANC 3699	Halomonas smyrnensis AAD6	52.59
Acinetobacter marinus ANC 3699	Pseudomonas azotifigens DSM 17556	53.58
Acinetobacter marinus ANC 3699	Neptunomonas qingdaonensis CGMCC 1.10971	52.48
Acinetobacter marinus ANC 3699	Azotobacter vinelandii CA	53.98
Acinetobacter marinus ANC 3699	Endozoicomonas montiporae CL-33	52.64
Acinetobacter marinus ANC 3699	Marinobacter santoriniensis NKSG1	52.49
Acinetobacter marinus ANC 3699	Moraxella oblonga NBRC 102422	56.82
Acinetobacter marinus ANC 3699	Cellvibrio japonicus Ueda107	53.24
Acinetobacter marinus ANC 3699	Microbulbifer agarilyticus GP101	52.77
Acinetobacter marinus ANC 3699	Acinetobacter gyllenbergii NIPH 230	68.84
Acinetobacter marinus ANC 3699	Acinetobacter boissieri ANC 4422	66.55
Acinetobacter marinus ANC 3699	Bermanella marisrubri RED65	52.37
Acinetobacter marinus ANC 3699	Marinomonas ushuaiensis DSM 15871	52.35
Acinetobacter marinus ANC 3699	Pseudomonas marincola JCM 14761	53.78
Acinetobacter marinus ANC 3699	Acinetobacter rudis DSM 24031	67.97
Acinetobacter marinus ANC 3699	Pseudomonas litoralis 2SM5	53.80
Acinetobacter marinus ANC 3699	Oceanicoccus sagamiensis NBRC 107125	52.70
Acinetobacter marinus ANC 3699	Marinomonas posidonica IVIA-Po-181	52.51
Acinetobacter marinus ANC 3699	Acinetobacter populi PBJ7	74.25
Acinetobacter marinus ANC 3699	Moraxella nonliquefaciens CCUG 348	57.08
Acinetobacter marinus ANC 3699	Congregibacter litoralis KT71	51.84
Acinetobacter marinus ANC 3699	Halomonas zincidurans B6	52.75
Acinetobacter marinus ANC 3699	Acinetobacter larvae BRTC-1	67.56
Acinetobacter marinus ANC 3699	Pseudomonas hussainii JCM 19513	53.84
Acinetobacter marinus ANC 3699	Pseudomonas caeni DSM 24390	54.01
Acinetobacter marinus ANC 3699	Kushneria marisflavi SW32	52.08
Acinetobacter marinus ANC 3699	Acinetobacter junii 65	69.58
Acinetobacter marinus ANC 3699	Halomonas lutea DSM 23508	52.36
Acinetobacter marinus ANC 3699	Halomonas saccharevitans CGMCC 1.6493	52.73
Acinetobacter marinus ANC 3699	Haliea salexigens DSM 19537	51.78
Acinetobacter marinus ANC 3699	Pseudomonas protegens CHA0	53.18
Acinetobacter marinus ANC 3699	Alcanivorax borkumensis SK2	53.15
Acinetobacter marinus ANC 3699	Halioglobus pacificus RR3-57	51.82
Acinetobacter marinus ANC 3699	Marinomonas atlantica Cmf 18.22	52.64
Acinetobacter marinus ANC 3699	Chromohalobacter salexigens DSM 3043	52.28
Acinetobacter marinus ANC 3699	Pseudomonas aestusnigri VGXO14	53.35
Acinetobacter marinus ANC 3699	Halomonas subterranea CGMCC 1.6495	52.40
Acinetobacter marinus ANC 3699	Halomonas desiderata SP1	52.78
Acinetobacter marinus ANC 3699	Gilvimarinus agarilyticus JEA5	52.56
Acinetobacter marinus ANC 3699	Pseudomonas psychrotolerans PRS08-11306	53.64
Acinetobacter marinus ANC 3699	Chromohalobacter japonicus CJ	52.44
Acinetobacter marinus ANC 3699	Marinobacter excellens HL-55	52.50
Acinetobacter marinus ANC 3699	Moraxella lincolnii CCUG 9405	57.36
Acinetobacter marinus ANC 3699	Acinetobacter gerneri CIP 107464	68.19
Acinetobacter marinus ANC 3699	Saccharophagus degradans 2-40	52.98
Acinetobacter marinus ANC 3699	Halioglobus japonicus NBRC 107739	52.17
Acinetobacter marinus ANC 3699	Halomonas utahensis P-halo	51.21
Acinetobacter marinus ANC 3699	Gynuella sunshinyii YC6258	52.00
Acinetobacter marinus ANC 3699	Pseudomonas pelagia CL-AP6	53.35
Acinetobacter marinus ANC 3699	Halomonas jeotgali Hwa	52.85
Acinetobacter marinus ANC 3699	Microbulbifer variabilis ATCC 700307	52.24
Acinetobacter marinus ANC 3699	Amphritea japonica JAMM 1866	52.90
Acinetobacter marinus ANC 3699	Aidingimonas halophila DSM 19219	52.49
Acinetobacter marinus ANC 3699	Psychrobacter urativorans R10.10B	57.08
Acinetobacter marinus ANC 3699	Endozoicomonas numazuensis DSM 25634	52.39
Acinetobacter marinus ANC 3699	Moraxella porci CCUG 54912	57.96
Acinetobacter marinus ANC 3699	Oceanobacter kriegii DSM 6294	52.27
Acinetobacter marinus ANC 3699	Pseudomonas fluorescens F113	53.05
Acinetobacter marinus ANC 3699	Pseudomonas indica NBRC 103045	53.67
Acinetobacter marinus ANC 3699	Pseudomonas balearica DSM6083 (=SP1402)	53.86
Acinetobacter marinus ANC 3699	Acinetobacter bohemicus ANC 3994	68.52
Acinetobacter marinus ANC 3699	Pseudomonas anguilliseptica DSM 12111	53.88
Acinetobacter marinus ANC 3699	Marinomonas fungiae JCM 18476	52.80
Acinetobacter marinus ANC 3699	Azotobacter chroococcum NCIMB 8003	54.18
Acinetobacter marinus ANC 3699	Acinetobacter celticus ANC 4603	68.24
Acinetobacter marinus ANC 3699	Halomonas halodenitrificans DSM 735	52.46
Acinetobacter marinus ANC 3699	Moraxella osloensis CCUG 350	57.85
Acinetobacter marinus ANC 3699	Zymobacter palmae DSM 10491	51.81
Acinetobacter marinus ANC 3699	Acinetobacter equi 114	68.87
Acinetobacter marinus ANC 3699	Marinobacter hydrocarbonoclasticus ATCC 49840	52.93
Acinetobacter marinus ANC 3699	Pseudomonas borbori DSM 17834	53.89
Acinetobacter marinus ANC 3699	Marinagarivorans algicola Z1	52.49
Acinetobacter marinus ANC 3699	Acinetobacter beijerinckii CIP 110307	69.18
Acinetobacter marinus ANC 3699	Halomonas shengliensis CGMCC 1.6444	52.97
Acinetobacter marinus ANC 3699	Marinobacter segnicrescens CGMCC 1.6489	52.98
Acinetobacter marinus ANC 3699	Alcanivorax hongdengensis A-11-3	52.73
Acinetobacter marinus ANC 3699	Moraxella ovis 199/55	57.69
Acinetobacter marinus ANC 3699	Carnimonas nigrificans ATCC BAA-78	52.54
Acinetobacter marinus ANC 3699	Pseudomonas mendocina ymp	53.57
Acinetobacter marinus ANC 3699	Acinetobacter nectaris CIP 110549	66.75
Acinetobacter marinus ANC 3699	Marinobacter adhaerens HP15	52.51
Acinetobacter marinus ANC 3699	Pseudomonas kuykendallii NRRL B-59562	53.64
Acinetobacter marinus ANC 3699	Halomonas halocynthiae DSM 14573	52.69
Acinetobacter marinus ANC 3699	Acinetobacter towneri CIP 107472	69.37
Acinetobacter marinus ANC 3699	Halomonas pantelleriensis AAP	52.42
Acinetobacter marinus ANC 3699	Marinimicrobium agarilyticum DSM 16975	52.87
Acinetobacter marinus ANC 3699	Acinetobacter soli GFJ2	69.17
Acinetobacter marinus ANC 3699	Alcanivorax jadensis T9	52.82
Acinetobacter marinus ANC 3699	Pseudomonas otitidis DSM 17224	53.29
Acinetobacter marinus ANC 3699	Kushneria aurantia DSM 21353	52.07
Acinetobacter marinus ANC 3699	Acinetobacter defluvii WCHA30	68.71
Acinetobacter marinus ANC 3699	Marinomonas aquimarina CECT 5080	52.89
Acinetobacter marinus ANC 3699	Marinobacter salarius R9SW1	52.87
Acinetobacter marinus ANC 3699	Microbulbifer marinus CGMCC 1.10657	52.97
Acinetobacter marinus ANC 3699	Moraxella cuniculi DSM 21768	57.53
Acinetobacter marinus ANC 3699	Pseudomonas fuscovaginae LMG 2158	53.13
Acinetobacter marinus ANC 3699	Acinetobacter radioresistens CIP 103788	69.17
Acinetobacter marinus ANC 3699	Oblitimonas alkaliphila B4199	54.46
Acinetobacter marinus ANC 3699	Hahella ganghwensis DSM 17046	52.57
Acinetobacter marinus ANC 3699	Pseudomonas sagittaria JCM 18195	54.46
Acinetobacter marinus ANC 3699	Halomonas boliviensis LC1	52.52
Acinetobacter marinus ANC 3699	Ventosimonas gracilis CV58	53.66
Acinetobacter marinus ANC 3699	Halomonas salina B6	53.00
Acinetobacter marinus ANC 3699	Marinobacter subterrani JG233	52.93
Acinetobacter marinus ANC 3699	Moraxella catarrhalis BBH18	57.50
Acinetobacter marinus ANC 3699	Mangrovitalea sediminis M11-4	52.86
Acinetobacter marinus ANC 3699	Halomonas daqiaonensis CGMCC 1.9150	52.94
Acinetobacter marinus ANC 3699	Acinetobacter parvus CIP 108168	70.05
Acinetobacter marinus ANC 3699	Neptunomonas phycophila CECT 8716	52.87
Acinetobacter marinus ANC 3699	Pseudomonas oryzae KCTC 32247	54.47
Acinetobacter marinus ANC 3699	Halomonas xinjiangensis TRM 0175	52.67
Acinetobacter marinus ANC 3699	Dasania marina DSM 21967	52.39
Acinetobacter marinus ANC 3699	Halomonas taeanensis BH539	52.53
Acinetobacter marinus ANC 3699	Teredinibacter turnerae T7901	52.47
Acinetobacter marinus ANC 3699	Marinobacterium profundum PAMC 27536	52.47
Acinetobacter marinus ANC 3699	Marinomonas mediterranea MMB-1	52.50
Acinetobacter marinus ANC 3699	Pseudomonas resinovorans NBRC 106553	53.74
Acinetobacter marinus ANC 3699	Acinetobacter indicus CIP 110367	69.81
Acinetobacter marinus ANC 3699	Pseudomonas fulva 12-X	53.57
Acinetobacter marinus ANC 3699	Tamilnaduibacter salinus DSM 28688	52.46
Acinetobacter marinus ANC 3699	Terasakiispira papahanaumokuakeensis PH27A	52.81
Acinetobacter marinus ANC 3699	Nitrincola lacisaponensis 4CA	53.41
Acinetobacter marinus ANC 3699	Psychrobacter phenylpyruvicus DSM 7000	56.86
Acinetobacter marinus ANC 3699	Neptuniibacter caesariensis MED92	52.69
Acinetobacter marinus ANC 3699	Marinobacter antarcticus CGMCC 1.10835	52.73
Acinetobacter marinus ANC 3699	Acinetobacter apis ANC 5114	66.71
Acinetobacter marinus ANC 3699	Cobetia crustatorum JO1	52.52
Acinetobacter marinus ANC 3699	Acinetobacter schindleri ACE	69.06
Acinetobacter marinus ANC 3699	Halomonas cupida DSM 4740	52.37
Acinetobacter marinus ANC 3699	Spongiibacter tropicus DSM 19543	53.01
Acinetobacter marinus ANC 3699	Neptuniibacter marinus ATR 1.1	53.22
Acinetobacter marinus ANC 3699	Psychrobacter pacificensis DSM 23406	57.14
Acinetobacter marinus ANC 3699	Pseudomonas xinjiangensis NRRL B-51270	53.46
Acinetobacter marinus ANC 3699	Marinobacterium georgiense DSM 11526	53.45
Acinetobacter marinus ANC 3699	Acinetobacter johnsonii XBB1	69.89
Acinetobacter marinus ANC 3699	Marinobacterium jannaschii DSM 6295	52.52
Acinetobacter marinus ANC 3699	Halomonas anticariensis FP35	52.47
Acinetobacter marinus ANC 3699	Pseudomonas sabulinigri JCM 14963	52.91
Acinetobacter marinus ANC 3699	Pseudohaliea rubra DSM 19751	51.98
Acinetobacter marinus ANC 3699	Pseudomonas saudimassiliensis 12M76 air	53.93
Acinetobacter marinus ANC 3699	Marinomonas profundimaris D104	52.20
Acinetobacter marinus ANC 3699	Halotalea alkalilenta IHB B 13600	52.24
Acinetobacter marinus ANC 3699	Perlucidibaca piscinae DSM 21586	56.62
Acinetobacter marinus ANC 3699	Alcanivorax pacificus W11-5	53.19
Acinetobacter marinus ANC 3699	Marinobacter salinus Hb8	52.63
Acinetobacter marinus ANC 3699	Kangiella sediminilitoris KCTC 23892	51.42
Acinetobacter marinus ANC 3699	Pseudomonas zeshuii KACC 15471	53.60
Acinetobacter marinus ANC 3699	Alcanivorax dieselolei B5	52.36
Acinetobacter marinus ANC 3699	Psychrobacter alimentarius PAMC 27889	56.77
Acinetobacter marinus ANC 3699	Marinobacter persicus IBRC-M 10445	53.31
Acinetobacter marinus ANC 3699	Marinomonas polaris DSM 16579	52.11
Acinetobacter marinus ANC 3699	Pseudomonas formosensis JCM 18415	54.17
Acinetobacter marinus ANC 3699	Halomonas elongata HEK1	52.60
Acinetobacter marinus ANC 3699	Rugamonas rubra ATCC 43154	50.20
Acinetobacter marinus ANC 3699	Halomonas aestuarii Hb3	52.94
Moraxella boevrei DSM 14165	Luminiphilus syltensis NOR5-1B	50.87
Moraxella boevrei DSM 14165	Marinobacter psychrophilus 20041	51.53
Moraxella boevrei DSM 14165	Marinobacter daepoensis DSM 16072	51.73
Moraxella boevrei DSM 14165	Halomonas korlensis CGMCC 1.6981	50.86
Moraxella boevrei DSM 14165	Pseudomonas benzenivorans DSM 8628	52.47
Moraxella boevrei DSM 14165	Reinekea blandensis MED297	50.86
Moraxella boevrei DSM 14165	Thalassolituus oleivorans MIL-1	51.82
Moraxella boevrei DSM 14165	Moraxella macacae 408225	82.40
Moraxella boevrei DSM 14165	Neptunomonas japonica DSM 18939	51.85
Moraxella boevrei DSM 14165	Acinetobacter kookii ANC 4667	57.50
Moraxella boevrei DSM 14165	Balneatrix alpica DSM 16621	52.39
Moraxella boevrei DSM 14165	Pseudomonas yangmingensis DSM 24213	52.51
Moraxella boevrei DSM 14165	Marinospirillum minutulum DSM 6287	51.73
Moraxella boevrei DSM 14165	Zhongshania aliphaticivorans SM2	51.45
Moraxella boevrei DSM 14165	Pseudospirillum japonicum DSM 7165	51.98
Moraxella boevrei DSM 14165	Marinobacter daqiaonensis CGMCC 1.9167	51.76
Moraxella boevrei DSM 14165	Kangiella geojedonensis YCS-5	50.53
Moraxella boevrei DSM 14165	Oceanospirillum multiglobuliferum ATCC 33336	51.91
Moraxella boevrei DSM 14165	Pseudomonas lutea DSM 17257	52.08
Moraxella boevrei DSM 14165	Endozoicomonas elysicola DSM 22380	51.43
Moraxella boevrei DSM 14165	Marinobacterium litorale DSM 23545	52.09
Moraxella boevrei DSM 14165	Pseudomonas alcaligenes NEB 585	52.42
Moraxella boevrei DSM 14165	Oceanospirillum linum ATCC 11336	51.70
Moraxella boevrei DSM 14165	Pseudomonas thermotolerans DSM 14292	52.83
Moraxella boevrei DSM 14165	Zooshikella ganghwensis DSM 15267	51.82
Moraxella boevrei DSM 14165	Oleispira antarctica RB-8	51.00
Moraxella boevrei DSM 14165	Marinobacter lutaoensis T5054	52.14
Moraxella boevrei DSM 14165	Kangiella koreensis DSM 16069	50.92
Moraxella boevrei DSM 14165	Marinospirillum insulare DSM 21763	51.81
Moraxella boevrei DSM 14165	Microbulbifer thermotolerans DAU221	51.72
Moraxella boevrei DSM 14165	Acinetobacter brisouii CIP 110357	57.66
Moraxella boevrei DSM 14165	Halomonas gudaonensis CGMCC 1.6133	51.50
Moraxella boevrei DSM 14165	Halomonas subglaciescola ACAM 12	51.33
Moraxella boevrei DSM 14165	Salinicola socius SMB35	51.16
Moraxella boevrei DSM 14165	Marinomonas spartinae CECT 8886	51.32
Moraxella boevrei DSM 14165	Oceanospirillum beijerinckii DSM 7166	52.00
Moraxella boevrei DSM 14165	Halomonas huangheensis BJGMM-B45	51.26
Moraxella boevrei DSM 14165	Halomonas ilicicola DSM 19980	51.12
Moraxella boevrei DSM 14165	Microbulbifer yueqingensis CGMCC 1.10658	51.83
Moraxella boevrei DSM 14165	Oceanospirillum maris DSM 6286	51.56
Moraxella boevrei DSM 14165	Pseudomonas citronellolis SJTE-3	52.29
Moraxella boevrei DSM 14165	Moraxella caviae CCUG 355	63.46
Moraxella boevrei DSM 14165	Acinetobacter guillouiae NIPH 991	56.90
Moraxella boevrei DSM 14165	Marinobacter nanhaiticus D15-8W	51.55
Moraxella boevrei DSM 14165	Pseudomonas monteilii USDA-ARS-USMARC-56711	52.20
Moraxella boevrei DSM 14165	Neptunomonas antarctica S3-22	51.91
Moraxella boevrei DSM 14165	Alcanivorax nanhaiticus 19-m-6	52.26
Moraxella boevrei DSM 14165	Amphritea atlantica DSM 18887	51.81
Moraxella boevrei DSM 14165	Oleibacter marinus DSM 24913	51.92
Moraxella boevrei DSM 14165	Kushneria avicenniae DSM 23439	51.26
Moraxella boevrei DSM 14165	Pseudomonas jinjuensis JCM 21621	52.42
Moraxella boevrei DSM 14165	Moraxella atlantae NBRC 14588	67.86
Moraxella boevrei DSM 14165	Acinetobacter ursingii CIP 107286	57.68
Moraxella boevrei DSM 14165	Nitrincola nitratireducens AK23	51.85
Moraxella boevrei DSM 14165	Marinospirillum alkaliphilum DSM 21637	52.35
Moraxella boevrei DSM 14165	Marinobacter nitratireducens AK21	52.03
Moraxella boevrei DSM 14165	Marinobacter mobilis CGMCC 1.7059	51.87
Moraxella boevrei DSM 14165	Microbulbifer mangrovi DD-13	51.83
Moraxella boevrei DSM 14165	Cobetia marina JCM 21022	51.26
Moraxella boevrei DSM 14165	Simiduia agarivorans SA1 = DSM 21679	51.96
Moraxella boevrei DSM 14165	Pseudomonas salegens CECT 8338	51.92
Moraxella boevrei DSM 14165	Pseudomonas stutzeri CGMCC 1.1803	52.38
Moraxella boevrei DSM 14165	Pseudomonas nitroreducens NBRC 12694	52.63
Moraxella boevrei DSM 14165	Acinetobacter tandoii CIP 107469	57.05
Moraxella boevrei DSM 14165	Oleiphilus messinensis ME102	51.77
Moraxella boevrei DSM 14165	Pseudomonas guineae LMG 24016	52.49
Moraxella boevrei DSM 14165	Pseudomonas guangdongensis CCTCC 2012022	52.95
Moraxella boevrei DSM 14165	Gilvimarinus chinensis DSM 19667	52.34
Moraxella boevrei DSM 14165	Pseudomonas pachastrellae JCM 12285	52.48
Moraxella boevrei DSM 14165	Marinobacter zhejiangensis CGMCC 1.7061	51.96
Moraxella boevrei DSM 14165	Spongiibacter marinus DSM 19753	51.89
Moraxella boevrei DSM 14165	Acinetobacter bouvetii CIP 107468	57.24
Moraxella boevrei DSM 14165	Cellvibrio mixtus J3-8	52.14
Moraxella boevrei DSM 14165	Marinobacter lipolyticus SM19	51.77
Moraxella boevrei DSM 14165	Pseudomonas rhizosphaerae DSM 16299	52.05
Moraxella boevrei DSM 14165	Marinobacterium stanieri DSM 7027	52.28
Moraxella boevrei DSM 14165	Moraxella caprae DSM 19149	64.28
Moraxella boevrei DSM 14165	Hahella chejuensis KCTC 2396	51.52
Moraxella boevrei DSM 14165	Acinetobacter harbinensis HITLi 7	57.24
Moraxella boevrei DSM 14165	Saccharospirillum impatiens DSM 12546	51.34
Moraxella boevrei DSM 14165	Psychrobacter arcticus 273-4	63.56
Moraxella boevrei DSM 14165	Perlucidibaca aquatica BK296	54.80
Moraxella boevrei DSM 14165	Marinospirillum celere DSM 18438	51.93
Moraxella boevrei DSM 14165	Halomonas muralis DSM 14789	51.07
Moraxella boevrei DSM 14165	Halomonas campaniensis LS21	51.30
Moraxella boevrei DSM 14165	Pseudomonas taeanensis MS-3	52.21
Moraxella boevrei DSM 14165	Pseudomonas pohangensis DSM 17875	52.47
Moraxella boevrei DSM 14165	Alkanindiges illinoisensis DSM 15370	57.09
Moraxella boevrei DSM 14165	Acinetobacter qingfengensis ANC 4671	57.55
Moraxella boevrei DSM 14165	Acinetobacter baumannii AB030	57.13
Moraxella boevrei DSM 14165	Endozoicomonas atrinae WP70	51.60
Moraxella boevrei DSM 14165	Marinobacterium rhizophilum DSM 18822	51.63
Moraxella boevrei DSM 14165	Halomonas smyrnensis AAD6	51.30
Moraxella boevrei DSM 14165	Pseudomonas azotifigens DSM 17556	52.22
Moraxella boevrei DSM 14165	Neptunomonas qingdaonensis CGMCC 1.10971	51.75
Moraxella boevrei DSM 14165	Azotobacter vinelandii CA	52.16
Moraxella boevrei DSM 14165	Endozoicomonas montiporae CL-33	51.21
Moraxella boevrei DSM 14165	Marinobacter santoriniensis NKSG1	51.95
Moraxella boevrei DSM 14165	Moraxella oblonga NBRC 102422	63.99
Moraxella boevrei DSM 14165	Cellvibrio japonicus Ueda107	51.97
Moraxella boevrei DSM 14165	Microbulbifer agarilyticus GP101	51.70
Moraxella boevrei DSM 14165	Acinetobacter gyllenbergii NIPH 230	57.10
Moraxella boevrei DSM 14165	Acinetobacter boissieri ANC 4422	56.93
Moraxella boevrei DSM 14165	Bermanella marisrubri RED65	51.56
Moraxella boevrei DSM 14165	Marinomonas ushuaiensis DSM 15871	51.47
Moraxella boevrei DSM 14165	Pseudomonas marincola JCM 14761	52.26
Moraxella boevrei DSM 14165	Acinetobacter rudis DSM 24031	57.17
Moraxella boevrei DSM 14165	Pseudomonas litoralis 2SM5	52.06
Moraxella boevrei DSM 14165	Oceanicoccus sagamiensis NBRC 107125	51.80
Moraxella boevrei DSM 14165	Marinomonas posidonica IVIA-Po-181	51.39
Moraxella boevrei DSM 14165	Acinetobacter populi PBJ7	57.27
Moraxella boevrei DSM 14165	Moraxella nonliquefaciens CCUG 348	63.05
Moraxella boevrei DSM 14165	Congregibacter litoralis KT71	50.85
Moraxella boevrei DSM 14165	Halomonas zincidurans B6	51.53
Moraxella boevrei DSM 14165	Acinetobacter larvae BRTC-1	57.08
Moraxella boevrei DSM 14165	Pseudomonas hussainii JCM 19513	52.63
Moraxella boevrei DSM 14165	Pseudomonas caeni DSM 24390	52.32
Moraxella boevrei DSM 14165	Kushneria marisflavi SW32	51.22
Moraxella boevrei DSM 14165	Acinetobacter junii 65	57.39
Moraxella boevrei DSM 14165	Halomonas lutea DSM 23508	51.71
Moraxella boevrei DSM 14165	Halomonas saccharevitans CGMCC 1.6493	51.33
Moraxella boevrei DSM 14165	Haliea salexigens DSM 19537	50.99
Moraxella boevrei DSM 14165	Pseudomonas protegens CHA0	51.67
Moraxella boevrei DSM 14165	Alcanivorax borkumensis SK2	52.15
Moraxella boevrei DSM 14165	Halioglobus pacificus RR3-57	51.01
Moraxella boevrei DSM 14165	Marinomonas atlantica Cmf 18.22	51.72
Moraxella boevrei DSM 14165	Chromohalobacter salexigens DSM 3043	51.40
Moraxella boevrei DSM 14165	Pseudomonas aestusnigri VGXO14	52.48
Moraxella boevrei DSM 14165	Halomonas subterranea CGMCC 1.6495	51.07
Moraxella boevrei DSM 14165	Halomonas desiderata SP1	51.43
Moraxella boevrei DSM 14165	Gilvimarinus agarilyticus JEA5	51.71
Moraxella boevrei DSM 14165	Pseudomonas psychrotolerans PRS08-11306	52.17
Moraxella boevrei DSM 14165	Chromohalobacter japonicus CJ	51.65
Moraxella boevrei DSM 14165	Marinobacter excellens HL-55	51.70
Moraxella boevrei DSM 14165	Moraxella lincolnii CCUG 9405	64.13
Moraxella boevrei DSM 14165	Acinetobacter gerneri CIP 107464	57.06
Moraxella boevrei DSM 14165	Saccharophagus degradans 2-40	51.71
Moraxella boevrei DSM 14165	Halioglobus japonicus NBRC 107739	51.91
Moraxella boevrei DSM 14165	Halomonas utahensis P-halo	50.65
Moraxella boevrei DSM 14165	Gynuella sunshinyii YC6258	51.31
Moraxella boevrei DSM 14165	Pseudomonas pelagia CL-AP6	51.86
Moraxella boevrei DSM 14165	Halomonas jeotgali Hwa	51.41
Moraxella boevrei DSM 14165	Microbulbifer variabilis ATCC 700307	51.40
